HCode,Name,Facility Type,City,State,County,Zip Code,Zip,Corp Hcode,Contract/Corp Entity Name,Tax ID,BCBSTX ID,Facility Medicare Id,Provider Count
748342,Homelink,Home Care,Austin,TX,Travis,78705,787,316224,Homelink,421280573,,-,1
748342,Homelink,Home Care,Austin,TX,Travis,78705,787,376525,Bulow Orthotic And Prosthetic Solutions,752925266,,-,1
748342,Homelink,Other,Austin,TX,Travis,78705,787,316224,Homelink,421280573,,-,1
748342,Homelink,Other,Austin,TX,Travis,78705,787,376525,Bulow Orthotic And Prosthetic Solutions,752925266,,-,1
748349,Homelink,Home Care,Tyler,TX,Smith,75701,757,316224,Homelink,421280573,,-,1
748349,Homelink,Home Care,Tyler,TX,Smith,75701,757,376525,Bulow Orthotic And Prosthetic Solutions,752925266,,-,1
748349,Homelink,Other,Tyler,TX,Smith,75701,757,316224,Homelink,421280573,,-,1
748349,Homelink,Other,Tyler,TX,Smith,75701,757,376525,Bulow Orthotic And Prosthetic Solutions,752925266,,-,1
748361,Homelink,Other,Bryan,TX,Brazos,77802,778,316224,Homelink,421280573,,-,1
748370,Homelink,Other,Houston,TX,Harris,77027,770,316224,Homelink,421280573,,-,1
748371,Homelink,Home Care,Round Rock,TX,Williamson,78665,786,316224,Homelink,421280573,,-,1
748371,Homelink,Home Care,Round Rock,TX,Williamson,78665,786,376525,Bulow Orthotic And Prosthetic Solutions,752925266,,-,1
748371,Homelink,Other,Round Rock,TX,Williamson,78665,786,316224,Homelink,421280573,,-,1
748371,Homelink,Other,Round Rock,TX,Williamson,78665,786,376525,Bulow Orthotic And Prosthetic Solutions,752925266,,-,1
748372,Homelink,Home Care,Temple,TX,Bell,76502,765,316224,Homelink,421280573,,-,1
748372,Homelink,Home Care,Temple,TX,Bell,76502,765,376525,Bulow Orthotic And Prosthetic Solutions,752925266,,-,1
748372,Homelink,Other,Temple,TX,Bell,76502,765,316224,Homelink,421280573,,-,1
748372,Homelink,Other,Temple,TX,Bell,76502,765,376525,Bulow Orthotic And Prosthetic Solutions,752925266,,-,1
748378,Homelink,Other,Longview,TX,Gregg,75601,756,316224,Homelink,421280573,,-,1
748380,Homelink,Other,McAllen,TX,Hidalgo,78504,785,316224,Homelink,421280573,,-,1
748390,Homelink,Home Care,Plano,TX,Collin,75074,750,316224,Homelink,421280573,,-,1
748436,Homelink,Transportation,Sugar Land,TX,Fort Bend,77498,774,316224,Homelink,421280573,,-,1
748446,Homelink,Home Care,Beeville,TX,Bee,78102,781,316224,Homelink,421280573,,-,1
748465,Homelink,Transportation,Houston,TX,Harris,77081,770,316224,Homelink,421280573,,-,1
748466,Homelink,Transportation,Irving,TX,Dallas,75038,750,316224,Homelink,421280573,,-,1
748474,Homelink,Transportation,Denton,TX,Denton,76205,762,316224,Homelink,421280573,,-,1
748481,Homelink,Home Care,San Antonio,TX,Bexar,78202,782,316224,Homelink,421280573,,-,1
748483,Homelink,Home Care,Arlington,TX,Tarrant,76006,760,316224,Homelink,421280573,,-,1
748486,Homelink,Home Care,Dallas,TX,Dallas,75218,752,316224,Homelink,421280573,,-,1
748493,Homelink,Transportation,Houston,TX,Harris,77030,770,316224,Homelink,421280573,,-,1
748504,Homelink,Transportation,Houston,TX,Harris,77071,770,316224,Homelink,421280573,,-,1
748511,Homelink,Transportation,Plano,TX,Collin,75024,750,316224,Homelink,421280573,,-,1
748518,Homelink,Home Care,Abilene,TX,Taylor,79605,796,316224,Homelink,421280573,,-,1
748556,Homelink,Transportation,The Woodlands,TX,Montgomery,77380,773,316224,Homelink,421280573,,-,1
748576,Homelink,Home Care,Fort Worth,TX,Tarrant,76132,761,316224,Homelink,421280573,,-,1
748576,Homelink,Home Care,Fort Worth,TX,Tarrant,76132,761,376525,Bulow Orthotic And Prosthetic Solutions,752925266,,-,1
748576,Homelink,Other,Fort Worth,TX,Tarrant,76132,761,316224,Homelink,421280573,,-,1
748576,Homelink,Other,Fort Worth,TX,Tarrant,76132,761,376525,Bulow Orthotic And Prosthetic Solutions,752925266,,-,1
748588,Homelink,Transportation,Houston,TX,Harris,77054,770,316224,Homelink,421280573,,-,1
748605,First Call Home Health Agency,Home Care,Plano,TX,Collin,75023,750,748605,First Call Home Health Agency,834276205,,-,1
748624,Homelink,Home Care,Mount Pleasant,TX,Titus,75455,754,316224,Homelink,421280573,,-,1
748652,Prime Diagnostic Imaging,Diagnostic Service,Dallas,TX,Dallas,75230,752,714988,Memorial MRI and Diagnostic,760677442,,-,1
748653,Prime Diagnostic Imaging,Diagnostic Service,Duncanville,TX,Dallas,75137,751,714988,Memorial MRI and Diagnostic,760677442,,-,1
748655,Prime Diagnostic Imaging,Diagnostic Service,Grand Prairie,TX,Dallas,75050,750,714988,Memorial MRI and Diagnostic,760677442,,-,1
748656,Prime Diagnostic Imaging,Diagnostic Service,Plano,TX,Collin,75024,750,714988,Memorial MRI and Diagnostic,760677442,,-,1
748670,Athletico Physical Therapy,Physical Rehab,Waco,TX,McLennan,76710,767,366895,AthletiCo,363771769,,-,1
748692,Homelink,Home Care,Dallas,TX,Collin,75287,752,316224,Homelink,421280573,,-,1
748693,Homelink,Home Care,Dallas,TX,Collin,75287,752,316224,Homelink,421280573,,-,1
748708,Homelink,Home Care,Spring,TX,Montgomery,77380-1335,773,316224,Homelink,421280573,,-,1
748712,Homelink,Home Care,Harlingen,TX,Cameron,78550,785,316224,Homelink,421280573,,-,1
748720,Homelink,Home Care,San Antonio,TX,Bexar,78213,782,316224,Homelink,421280573,,-,1
748729,Homelink,Home Care,Houston,TX,Harris,77069,770,316224,Homelink,421280573,,-,1
748734,Homelink,Home Care,Tyler,TX,Smith,75703,757,316224,Homelink,421280573,,-,1
748749,BAYADA Home Health Care,Home Care,Plano,TX,Collin,75093,750,316224,Homelink,421280573,,-,1
748765,Advance Surgical Center-Austin,Diagnostic Service,Austin,TX,Travis,78728,787,748765,Advance Surgical Center-Austin,871104940,,-,1
748765,Advance Surgical Center-Austin,Outpatient Services,Austin,TX,Travis,78728,787,748765,Advance Surgical Center-Austin,871104940,,-,1
748765,Advance Surgical Center-Austin,Physical Rehab,Austin,TX,Travis,78728,787,748765,Advance Surgical Center-Austin,871104940,,-,1
748771,Texas Physical Therapy Specialists-New Hutto,Physical Rehab,Hutto,TX,Williamson,78634,786,360687,Texas Physical Therapy Specialists,201238109,,-,1
748774,Texas Physical Therapy Specialists-Wilderness Oak,Physical Rehab,San Antonio,TX,Bexar,78258,782,360687,Texas Physical Therapy Specialists,201238109,,-,1
748868,Texas Urgent Care and Imaging Center,Diagnostic Service,New Caney,TX,Montgomery,77357,773,748868,Texas Urgent Care and Imaging Center,834339657,,945806,1
748870,Aspira Home Health,Home Care,Keller,TX,Tarrant,76248,762,748870,Aspira Home Health,263509025,,747473,1
748872,Quantum Formula Diagnostics,Diagnostic Service,Dallas,TX,Dallas,75247,752,748872,Quantum Formula Diagnostics,854205837,,1V1795,1
748927,Hanger Clinic,Other,Bryan,TX,Brazos,77802,778,95082,Linkia,200800593,,4261350001,1
748928,Hanger Clinic,Other,Corpus Christi,TX,Nueces,78404,784,95082,Linkia,200800593,,0646290004,1
748973,National Seating and Mobility,Home Care,Tyler,TX,Smith,75708,757,719829,National Seating and Mobility,621400785,,0570710163,1
748975,Algen Health,Home Care,Houston,TX,Harris,77054,770,748975,Algen Health,204869328,,679648,1
748994,Park Clinic,Outpatient Services,Iowa Park,TX,Wichita,76367,763,748994,Park Clinic,756219138,,673477,1
748999,Numotion,Home Care,Amarillo,TX,Potter,79106,791,316821,Numotion,431922598,,4145170109,1
749017,Legends Medical Supplies Equipment,Home Care,Spring,TX,Montgomery,77380,773,749017,Legends Medical Supplies Equipment,271987251,,6644270001,1
749018,White Orchid Hospice,Long Term,Sugar Land,TX,Fort Bend,77478,774,749018,White Orchid Hospice,475470746,,741657,1
749034,Select Physical Therapy,Physical Rehab,Tomball,TX,Harris,77375,773,30447,Select Subsidiaries,631133454,,0A4787,1
749069,Kelsey-Seybold Clinic Ambulatory Surgical Center,Outpatient Services,Houston,TX,Harris,77014,770,733929,Kelsey-Seybold Clinic,842241460,,ASC389,1
749246,Hendrick Medical Center,Home Care,Abilene,TX,Taylor,79606,796,321615,Hendrick Medical Center,750827446,,-,1
749366,Kidz Now Urgent Care,Outpatient Services,San Antonio,TX,Bexar,78224,782,749366,Kidz Now Urgent Care,854145932,,-,1
749409,Rehab Without Walls NeuroSolutions,Physical Rehab,Dallas,TX,Dallas,75234,752,689635,Rehab Without Walls,611251391,,-,1
749409,Rehab Without Walls NeuroSolutions,Physical Rehab,Dallas,TX,Dallas,75234,752,689635,Rehab Without Walls,862774111,,-,1
749419,Physicians Choice Infusion,Home Care,Bedford,TX,Tarrant,76022,760,749419,Physicians Choice Infusion,474467005,,7478480001,1
749554,Continuum Outpatient Center,Behavioral Health,San Antonio,TX,Bexar,78249,782,749709,Ripple Recovery Ranch,463134704,,-,1
749736,Trinity Home and Health Care,Home Care,North Richland Hills,TX,Tarrant,76180,761,749736,Trinity Home and Health Care,851088143,,-,1
749893,Auspicious Laboratory,Diagnostic Service,Houston,TX,Harris,77042,770,749893,Auspicious Laboratory,262920121,,320410,1
749900,Assurance Home Care Solutions,Home Care,Garland,TX,Dallas,75042,750,749900,Assurance Home Care Solutions,270957731,,747791,1
749932,Serenity House Detox Houston,Behavioral Health,Houston,TX,Harris,77055,770,705809,SH Detox Houston,320500778,,-,1
750026,Athletico Physical Therapy,Physical Rehab,Frisco,TX,Denton,75034,750,366895,AthletiCo,363771769,,771131,1
750484,Corpus Christi Healthcare at Home,Home Care,Corpus Christi,TX,Nueces,78401,784,727437,Brookdale Senior Living,621854518,,679637,1
750485,Methodist Healthcare at Home,Home Care,San Antonio,TX,Bexar,78232,782,727437,Brookdale Senior Living,261813173,,679424,1
750486,St Davids Healthcare at Home,Home Care,Austin,TX,Travis,78731,787,727437,Brookdale Senior Living,863835373,,679682,1
750565,Clear Choice Imaging of Frisco,Diagnostic Service,Frisco,TX,Denton,75033,750,750565,Clear Choice Imaging of Frisco,853049620,,1Y2065,1
750654,Concentra Medical Centers,Physical Rehab,Irving,TX,Dallas,75039,750,206046,Concentra Health Services PT OT,752014828,,-,1
750736,CareNow,Outpatient Services,White Settlement,TX,Tarrant,76108,761,726843,CareNow,752510007,,-,1
750773,Alphadera Labs,Diagnostic Service,Houston,TX,Harris,77032,770,750773,Alphadera Labs,824406944,,760986,1
750783,Kinder Hearts Home Health,Home Care,Wichita Falls,TX,Wichita,76308,763,750884,Kinder Hearts Home Health,320412341,,-,1
750863,CVS Kidney Care-Satellite Healthcare Tech Ridge,Outpatient Services,Austin,TX,Travis,78753,787,411205,Satellite Healthcare,844207989,,742597,1
751055,ApexNetwork Physical Therapy,Physical Rehab,Port Isabel,TX,Cameron,78578,785,355132,ApexNetwork Physical Therapy,061655770,,-,1
751056,ApexNetwork Physical Therapy,Physical Rehab,San Antonio,TX,Bexar,78232,782,355132,ApexNetwork Physical Therapy,061655770,,-,1
751140,Highlands Guest Care Center,Long Term,Dallas,TX,Dallas,75243,752,58698,Management Network Services,311504075,,675447,1
751142,Lakewest Rehabilitation And Skilled Care,Long Term,Dallas,TX,Dallas,75212,752,58698,Management Network Services,311504075,,676276,1
751143,Sedona Trace Health and Wellness,Long Term,Austin,TX,Travis,78754,787,58698,Management Network Services,311504075,,676459,1
751144,Ventana by Buckner,Long Term,Dallas,TX,Dallas,75225,752,58698,Management Network Services,311504075,,676483,1
752567,Stone Oak Surgery Center,Outpatient Services,San Antonio,TX,Bexar,78232,782,88210,Methodist Healthcare System of San Antonio - HCA,873925488,,-,1
752579,HCM Imaging,Diagnostic Service,Marble Falls,TX,Burnet,78654,786,391214,Greater Hill Country Healthcare Alliance,272860109,,-,1
753020,MinuteClinic,Outpatient Services,McKinney,TX,Collin,75070,750,357768,MinuteClinic,204768243,,00Y393,1
753042,Symetria- College Station Outpatient Rehab and Suboxone Clin,Behavioral Health,College Station,TX,Brazos,77845,778,753041,Symetria Health of Texas,814648265,,1S8865,1
753043,Symetria- Fort Worth Outpatient Rehab and Suboxone Clinic,Behavioral Health,Fort Worth,TX,Tarrant,76132,761,753041,Symetria Health of Texas,814648265,,1T7596,1
753045,Symetria- Hurst Outpatient Rehab and Suboxone Clinic,Behavioral Health,Hurst,TX,Tarrant,76054-3190,760,753041,Symetria Health of Texas,814648265,,1T7596,1
753046,Symetria- Houston Outpatient Rehab and Suboxone Clinic,Behavioral Health,Houston,TX,Harris,77040,770,753041,Symetria Health of Texas,814648265,,1Z4539,1
753047,Symetria- Lewisville Outpatient Rehab and Suboxone Clinic,Behavioral Health,Lewisville,TX,Denton,75057,750,753041,Symetria Health of Texas,814648265,,1S8865,1
753048,Symetria- Spring Outpatient Rehab and Suboxone Clinic,Behavioral Health,Spring,TX,Montgomery,77386,773,753041,Symetria Health of Texas,814648265,,1S8865,1
753058,Athletico Physical Therapy,Physical Rehab,Lewisville,TX,Denton,75056,750,366895,AthletiCo,363771769,,771131,1
753060,DevLab bio,Diagnostic Service,Coppell,TX,Dallas,75019,750,753060,DevLab bio,833210967,,1E8552,1
753075,Possum Kingdom Family Health,Outpatient Services,Graford,TX,Palo Pinto,76449,764,753074,Palo Pinto General Hospital,751256948,,00U05J,1
753110,BioReference Laboratories,Diagnostic Service,Houston,TX,Harris,77082,770,28588,Bioreference Laboratory,222405059,,-,1
753117,Envision Imaging-Womens Imaging Mansfield,Diagnostic Service,Mansfield,TX,Tarrant,76063,760,140283,Texas Health Resources,271385885,,-,1
753118,Texas Health Breeze Urgent Care,Outpatient Services,Dallas,TX,Dallas,75248,752,140283,Texas Health Resources,814317635,,-,1
753119,Texas Health Breeze Urgent Care,Outpatient Services,Allen,TX,Collin,75013,750,140283,Texas Health Resources,814317635,,-,1
753130,Vital Care of Roanoke,Home Care,Keller,TX,Tarrant,76248,762,316834,Vital Care Infusion Services,872321548,,8025360001,1
753165,Heritage Park of Katy Nursing and Rehabilitation,Long Term,Katy,TX,Harris,77493,774,58698,Management Network Services,311504075,,676221,1
753167,Oakmont Guest Care Center,Long Term,Hurst,TX,Tarrant,76054,760,58698,Management Network Services,311504075,,455626,1
753184,Homelink,Other,Dickinson,TX,Galveston,77539,775,316224,Homelink,421280573,,1203780001,1
753186,Childrens Medical Center of Plano,Diagnostic Service,Plano,TX,Collin,75024-3413,750,385388,Childrens Medical Center of Dallas,750800628,,-,1
753186,Childrens Medical Center of Plano,Other,Plano,TX,Collin,75024-3413,750,385388,Childrens Medical Center of Dallas,750800628,,-,1
753224,Green Oaks Physical Therapy,Physical Rehab,Lake Worth,TX,Tarrant,76135,761,50247,US Physical Therapy,721531238,,1T0802,1
753226,Momentum Physical and Sports Rehabilitation,Physical Rehab,Castroville,TX,Medina,78009,780,50247,US Physical Therapy,472388509,,389213,1
753240,Little Spurs Pediatric Urgent Care,Outpatient Services,Farmers Branch,TX,Dallas,75234,752,729522,Little Spurs Pediatric Urgent Care,202313462,,-,1
753246,UTHealth East Texas HOPE Cancer Center,Acute Care Gen,Athens,TX,Henderson,75751,757,724390,East Texas Health System,756001354,,450690,1
753282,Gateway Diagnostic Imaging Sherman,Diagnostic Service,Sherman,TX,Grayson,75092,750,323524,Baylor Scott and White Health,931494996,,2W9341,1
753299,UTHealth East Texas Rehabilitation Hospital,Acute Care Gen,Canton,TX,Van Zandt,75103,751,724390,East Texas Health System,823913174,,453072,1
753300,Plum Creek Recovery Ranch,Behavioral Health,Lockhart,TX,Caldwell,78644,786,374833,Signature Healthcare Services,842031484,,-,1
753313,Reliant Healthcare,Home Care,Texarkana,TX,Bowie,75503,755,753312,Reliant Medical,262948838,,-,1
753316,Texas Physical Therapy Specialists-Deerfield Crossing,Physical Rehab,San Antonio,TX,Bexar,78248,782,360687,Texas Physical Therapy Specialists,201238109,,-,1
753317,CareNow,Outpatient Services,McKinney,TX,Collin,75070,750,726843,CareNow,752510007,,-,1
753330,US Cardio of SA,Outpatient Services,San Antonio,TX,Bexar,78256,782,753330,US Cardio of SA,465144655,,561608,1
753349,SimonMed Imaging - First Colony,Diagnostic Service,Sugar Land,TX,Fort Bend,77479-2328,774,725977,SimonMed Imaging,264000683,,-,1
753417,Laboratory Corporation of America,Diagnostic Service,Decatur,TX,Wise,76234,762,51518,Laboratory Corporation of America Holdings,840611484,,-,1
753425,Laboratory Corporation of America,Diagnostic Service,Austin,TX,Travis,78744,787,51518,Laboratory Corporation of America Holdings,840611484,,CL8451,1
753430,Laboratory Corporation of America,Diagnostic Service,San Antonio,TX,Bexar,78233,782,51518,Laboratory Corporation of America Holdings,840611484,,CL0271,1
753434,Laboratory Corporation of America,Diagnostic Service,Decatur,TX,Wise,76234,762,51518,Laboratory Corporation of America Holdings,840611484,,CL0271,1
753435,Laboratory Corporation of America,Diagnostic Service,Shenandoah,TX,Montgomery,77384,773,51518,Laboratory Corporation of America Holdings,840611484,,CL0271,1
753441,Laboratory Corporation of America,Diagnostic Service,Conroe,TX,Montgomery,77304,773,51518,Laboratory Corporation of America Holdings,840611484,,CL0271,1
753442,Laboratory Corporation of America,Diagnostic Service,Arlington,TX,Tarrant,76015,760,51518,Laboratory Corporation of America Holdings,840611484,,CL1112,1
753444,Laboratory Corporation of America,Diagnostic Service,Arlington,TX,Tarrant,76015,760,51518,Laboratory Corporation of America Holdings,840611484,,CL1112,1
753445,Laboratory Corporation of America,Diagnostic Service,Cleveland,TX,Liberty,77327,773,51518,Laboratory Corporation of America Holdings,840611484,,543166,1
753448,Laboratory Corporation of America,Diagnostic Service,Houston,TX,Harris,77090,770,51518,Laboratory Corporation of America Holdings,840611484,,CL1144,1
753463,Laboratory Corporation of America,Diagnostic Service,Mansfield,TX,Tarrant,76063,760,51518,Laboratory Corporation of America Holdings,840611484,,858074,1
753501,Laboratory Corporation of America,Diagnostic Service,Paris,TX,Lamar,75460,754,51518,Laboratory Corporation of America Holdings,840611484,,CL1112,1
753517,Touchstone Imaging Rockwall,Diagnostic Service,Rockwall,TX,Rockwall,75032,750,323524,Baylor Scott and White Health,462908086,,-,1
753520,SurgCenter of Greater Dallas,Outpatient Services,Dallas,TX,Dallas,75218,752,323524,Baylor Scott and White Health,831498677,,45C0001695,1
753522,SimonMed Imaging - Katy,Diagnostic Service,Katy,TX,Fort Bend,77494,774,725977,SimonMed Imaging,264000683,,761728,1
753542,Little Spurs Pediatric Urgent Care,Outpatient Services,Grand Prairie,TX,Dallas,75052,750,729522,Little Spurs Pediatric Urgent Care,202313462,,-,1
753606,Methodist Hospice and Family Care,Long Term,Austin,TX,Travis,78731,787,727437,Brookdale Senior Living,863835731,,-,1
753608,Next Level Urgent Care,Outpatient Services,San Antonio,TX,Bexar,78245,782,652515,Next Level Urgent Care,352470800,,-,1
753609,Next Level Urgent Care,Outpatient Services,Humble,TX,Harris,77396,773,652515,Next Level Urgent Care,352470800,,-,1
753635,Faith Medical Services,Home Care,Stafford,TX,Fort Bend,77477,774,753635,Faith Medical Services,161731846,,673163,1
753649,Positive Recovery- Montrose,Behavioral Health,Houston,TX,Harris,77006,770,753647,Positive Recovery,821733479,,-,1
753650,Positive Recovery- Austin,Behavioral Health,Austin,TX,Travis,78745,787,753647,Positive Recovery,821733479,,-,1
753651,Positive Recovery- Humble,Behavioral Health,Humble,TX,Harris,77338,773,753647,Positive Recovery,821733479,,-,1
753652,Positive Recovery- Garden Oaks,Behavioral Health,Houston,TX,Harris,77018,770,753647,Positive Recovery,821733479,,-,1
753653,Positive Recovery- Spicewood,Behavioral Health,Spicewood,TX,Travis,78669,786,753647,Positive Recovery,821733479,,-,1
753654,Positive Recovery- Energy Corridor,Behavioral Health,Houston,TX,Harris,77079,770,753647,Positive Recovery,821733479,,-,1
753655,Positive Recovery- Clear Lake,Behavioral Health,Houston,TX,Harris,77058,770,753647,Positive Recovery,821733479,,-,1
753658,Positive Recovery- Cinco Ranch,Behavioral Health,Katy,TX,Fort Bend,77494,774,753647,Positive Recovery,821733479,,-,1
753659,Positive Recovery- Jersey Village,Behavioral Health,Jersey Village,TX,Harris,77040,770,753647,Positive Recovery,821733479,,-,1
753661,Positive Recovery- Pasadena,Behavioral Health,Pasadena,TX,Harris,77504,775,753647,Positive Recovery,821733479,,-,1
753662,Positive Recovery- San Antonio,Behavioral Health,San Antonio,TX,Bexar,78216,782,753647,Positive Recovery,821733479,,-,1
753663,Positive Recovery- Sugar Land,Behavioral Health,Sugar Land,TX,Fort Bend,77478,774,753647,Positive Recovery,821733479,,-,1
753664,Positive Recovery- San Marcos,Behavioral Health,San Marcos,TX,Hays,78666,786,753647,Positive Recovery,821733479,,-,1
753665,Positive Recovery- Woodlands,Behavioral Health,Spring,TX,Montgomery,77380,773,753647,Positive Recovery,821733479,,-,1
753682,Valor Medical Solutions,Home Care,San Antonio,TX,Bexar,78216,782,753682,Valor Medical Solutions,861572696,,7982960001,1
753776,Airrosti Rehab Center,Physical Rehab,Austin,TX,Travis,78734,787,382660,Airrosti Rehab Centers,261455666,,-,1
753778,Airrosti Rehab Center,Physical Rehab,San Antonio,TX,Bexar,78253,782,382660,Airrosti Rehab Centers,261455666,,-,1
753779,Airrosti Rehab Center,Physical Rehab,Austin,TX,Travis,78747,787,382660,Airrosti Rehab Centers,261455666,,-,1
753789,Eden of Las Colinas,Long Term,Irving,TX,Dallas,75062,750,58698,Management Network Services,311504075,,675967,1
753790,Electra Healthcare Center,Long Term,Electra,TX,Wichita,76360,763,58698,Management Network Services,311504075,,675021,1
753791,Jeffrey Place Healthcare Center,Long Term,Waco,TX,McLennan,76710,767,58698,Management Network Services,311504075,,455489,1
753792,Kaufman Healthcare Center,Long Term,Kaufman,TX,Kaufman,75142,751,58698,Management Network Services,311504075,,455962,1
753793,Park Manor Bee Cave,Long Term,Austin,TX,Travis,78738,787,58698,Management Network Services,311504075,,676373,1
753867,Corner Drug Store,Home Care,Llano,TX,Llano,78643,786,753867,Corner Drug Store,742582881,,1145360001,1
753930,CCL Labs,Diagnostic Service,Bedford,TX,Tarrant,76022,760,753930,CCL Labs,844939989,,1C9715,1
753941,Imperial Dialysis,Outpatient Services,Sugar Land,TX,Fort Bend,77498,774,753941,Imperial Dialysis,844445600,,742571,1
753945,Huebner Ambulatory Surgery Center,Outpatient Services,San Antonio,TX,Bexar,78240,782,753945,Huebner Ambulatory Surgery Center,813360799,,45C0001624,1
753959,Homelink,Home Care,Boerne,TX,Kendall,78006-6032,780,316224,Homelink,421280573,,-,1
753959,Homelink,Physical Rehab,Boerne,TX,Kendall,78006-6032,780,316224,Homelink,421280573,,-,1
754015,Homelink,Home Care,Austin,TX,Travis,78744,787,316224,Homelink,421280573,,-,1
754016,Homelink,Home Care,Glen Rose,TX,Somervell,76043,760,316224,Homelink,421280573,,-,1
754018,Homelink,Home Care,Grand Prairie,TX,Dallas,75050,750,316224,Homelink,421280573,,-,1
754024,Homelink,Home Care,Harlingen,TX,Cameron,78550,785,316224,Homelink,421280573,,-,1
754025,Homelink,Home Care,Houston,TX,Harris,77058,770,316224,Homelink,421280573,,-,1
754026,Homelink,Home Care,Houston,TX,Harris,77057,770,316224,Homelink,421280573,,-,1
754027,Homelink,Home Care,Kerrville,TX,Kerr,78028,780,316224,Homelink,421280573,,-,1
754028,Homelink,Home Care,Kingwood,TX,Harris,77339,773,316224,Homelink,421280573,,-,1
754029,Homelink,Home Care,Livingston,TX,Polk,77351,773,316224,Homelink,421280573,,-,1
754030,Homelink,Home Care,McKinney,TX,Collin,75072,750,316224,Homelink,421280573,,-,1
754031,Homelink,Home Care,Richardson,TX,Dallas,75081,750,316224,Homelink,421280573,,-,1
754032,Homelink,Home Care,San Antonio,TX,Bexar,78216,782,316224,Homelink,421280573,,-,1
754033,Homelink,Home Care,San Antonio,TX,Bexar,78218,782,316224,Homelink,421280573,,-,1
754034,Homelink,Home Care,San Juan,TX,Hidalgo,78589,785,316224,Homelink,421280573,,-,1
754039,Avalon Place Kirbyville,Long Term,Kirbyville,TX,Jasper,75956,759,754039,Avalon Place Kirbyville,202797853,,675220,1
754039,Avalon Place Kirbyville,Physical Rehab,Kirbyville,TX,Jasper,75956,759,754039,Avalon Place Kirbyville,202797853,,675220,1
754055,Homelink,Home Care,Seguin,TX,Guadalupe,78155-5279,781,316224,Homelink,421280573,,-,1
754056,Homelink,Home Care,Waxahachie,TX,Ellis,75165,751,316224,Homelink,421280573,,-,1
754057,Homelink,Home Care,Waxahachie,TX,Ellis,75165,751,316224,Homelink,421280573,,-,1
754159,Homelink,Home Care,Abilene,TX,Taylor,79602-8141,796,316224,Homelink,421280573,,-,1
754160,Homelink,Home Care,Amarillo,TX,Potter,79102-2668,791,316224,Homelink,421280573,,-,1
754161,Homelink,Home Care,Amarillo,TX,Potter,79106-2108,791,316224,Homelink,421280573,,-,1
754162,Homelink,Home Care,Arlington,TX,Tarrant,76012-3240,760,316224,Homelink,421280573,,-,1
754163,Homelink,Home Care,Baytown,TX,Harris,77521-3900,775,316224,Homelink,421280573,,-,1
754164,Homelink,Home Care,Colleyville,TX,Tarrant,76034-6384,760,316224,Homelink,421280573,,-,1
754165,Homelink,Home Care,Dallas,TX,Dallas,75230-2009,752,316224,Homelink,421280573,,-,1
754166,Homelink,Home Care,Euless,TX,Tarrant,76040-4986,760,316224,Homelink,421280573,,-,1
754167,Homelink,Home Care,Fort Worth,TX,Tarrant,76244-6264,762,316224,Homelink,421280573,,-,1
754168,Homelink,Home Care,Fort Worth,TX,Tarrant,76116-5709,761,316224,Homelink,421280573,,-,1
754169,Homelink,Home Care,Galveston,TX,Galveston,77550-4913,775,316224,Homelink,421280573,,-,1
754170,Homelink,Home Care,Georgetown,TX,Williamson,78626-7547,786,316224,Homelink,421280573,,-,1
754171,Homelink,Home Care,Harlingen,TX,Cameron,78552-3624,785,316224,Homelink,421280573,,-,1
754172,Homelink,Home Care,Houston,TX,Harris,77042-3455,770,316224,Homelink,421280573,,-,1
754173,Homelink,Home Care,Houston,TX,Harris,77079-2119,770,316224,Homelink,421280573,,-,1
754174,Homelink,Home Care,Houston,TX,Harris,77098-3146,770,316224,Homelink,421280573,,-,1
754175,Homelink,Home Care,Houston,TX,Harris,77060-3305,770,316224,Homelink,421280573,,-,1
754176,Homelink,Home Care,Huffman,TX,Harris,77336-2698,773,316224,Homelink,421280573,,-,1
754177,Homelink,Home Care,Irving,TX,Dallas,75038-2716,750,316224,Homelink,421280573,,-,1
754178,Homelink,Home Care,Irving,TX,Dallas,75062-4940,750,316224,Homelink,421280573,,-,1
754179,Homelink,Home Care,Laredo,TX,Webb,78041-6188,780,316224,Homelink,421280573,,-,1
754180,Homelink,Home Care,Longview,TX,Gregg,75601-7318,756,316224,Homelink,421280573,,-,1
754182,Homelink,Home Care,Midland,TX,Midland,79701-6345,797,316224,Homelink,421280573,,-,1
754183,Homelink,Home Care,New Braunfels,TX,Comal,78130-3540,781,316224,Homelink,421280573,,-,1
754184,Homelink,Home Care,North Richland Hills,TX,Tarrant,76148-1801,761,316224,Homelink,421280573,,-,1
754185,Homelink,Home Care,Plano,TX,Collin,75074-6772,750,316224,Homelink,421280573,,-,1
754186,Homelink,Home Care,Richmond,TX,Fort Bend,77469-1872,774,316224,Homelink,421280573,,-,1
754187,Homelink,Home Care,Rockport,TX,Aransas,78382-4120,783,316224,Homelink,421280573,,-,1
754188,Homelink,Home Care,San Angelo,TX,Tom Green,76903,769,316224,Homelink,421280573,,-,1
754189,Homelink,Home Care,San Antonio,TX,Bexar,78209-2216,782,316224,Homelink,421280573,,-,1
754231,NeoGenomics Laboratories,Diagnostic Service,Houston,TX,Harris,77004-6818,770,426627,NeoGenomics Laboratories,593725585,,595966,1
754240,Homelink,Home Care,Spring,TX,Harris,77388,773,316224,Homelink,421280573,,-,1
